,mkt_cap,stock_info
TILE,504965080.443573,"{'name': 'INTERFACE INC', 'ticker': 'TILE', 'cik': '715787', 'cusip': '458665304 458665106', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Basic Materials', 'industry': 'Building Products & Equipment', 'sic': '2273', 'sicSector': 'Manufacturing', 'sicIndustry': 'Carpets & Rugs', 'famaSector': '', 'famaIndustry': 'Textiles', 'currency': 'USD', 'location': 'Georgia; U.S.A', 'id': 'c41d94763f3a738bc5dd39e58f46c155'}"
CRWS,51408313.80467415,"{'name': 'CROWN CRAFTS INC', 'ticker': 'CRWS', 'cik': '25895', 'cusip': '228309100', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Consumer Cyclical', 'industry': 'Furnishings Fixtures & Appliances', 'sic': '2211', 'sicSector': 'Manufacturing', 'sicIndustry': 'Broadwoven Fabric Mills Cotton', 'famaSector': '', 'famaIndustry': 'Textiles', 'currency': 'USD', 'location': 'Louisiana; U.S.A', 'id': '24adff08de69f1e9373d41267c2e7402'}"
DXYN,18886373.441505432,"{'name': 'DIXIE GROUP INC', 'ticker': 'DXYN', 'cik': '29332', 'cusip': '255519100 255579104', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Consumer Cyclical', 'industry': 'Textile Manufacturing', 'sic': '2273', 'sicSector': 'Manufacturing', 'sicIndustry': 'Carpets & Rugs', 'famaSector': '', 'famaIndustry': 'Textiles', 'currency': 'USD', 'location': 'Georgia; U.S.A', 'id': '3342c88d6673f9da63be081bd470da09'}"
