,mkt_cap,stock_info
NWSA,7398530473.881226,"{'name': 'NEWS CORP', 'ticker': 'NWSA', 'cik': '1564708', 'cusip': '65249B109', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock Primary Class', 'sector': 'Communication Services', 'industry': 'Entertainment', 'sic': '2711', 'sicSector': 'Manufacturing', 'sicIndustry': 'Newspapers: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'New York; U.S.A', 'id': 'ab9a41a4e96fb44ee83b75f171c81da4'}"
NWS,3760608294.3164062,"{'name': 'NEWS CORP', 'ticker': 'NWS', 'cik': '1564708', 'cusip': '65249B208', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock Secondary Class', 'sector': 'Communication Services', 'industry': 'Entertainment', 'sic': '2711', 'sicSector': 'Manufacturing', 'sicIndustry': 'Newspapers: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'New York; U.S.A', 'id': '1450247a2e3227783bccfad0d5f4bca9'}"
SCHL,1067178835.4675293,"{'name': 'SCHOLASTIC CORP', 'ticker': 'SCHL', 'cik': '866729', 'cusip': '807066105', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Consumer Cyclical', 'industry': 'Publishing', 'sic': '2731', 'sicSector': 'Manufacturing', 'sicIndustry': 'Books: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'New York; U.S.A', 'id': '980b1a0bac2b1e51a7cb94d8b99a07dc'}"
DJCO,394037126.0952759,"{'name': 'DAILY JOURNAL CORP', 'ticker': 'DJCO', 'cik': '783412', 'cusip': '233912104', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Technology', 'industry': 'Software - Application', 'sic': '2711', 'sicSector': 'Manufacturing', 'sicIndustry': 'Newspapers: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'California; U.S.A', 'id': '06cce325e57f5bd468d0a9fb734280d8'}"
LEE,81580631.95960999,"{'name': 'LEE ENTERPRISES INC', 'ticker': 'LEE', 'cik': '58361', 'cusip': '523768109 523768406', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Consumer Cyclical', 'industry': 'Publishing', 'sic': '2711', 'sicSector': 'Manufacturing', 'sicIndustry': 'Newspapers: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'Iowa; U.S.A', 'id': '963bc01b5e335043cbc2bb1775add1e7'}"
SOBR,34191621.76275253,"{'name': 'SOBR SAFE INC', 'ticker': 'SOBR', 'cik': '1425627', 'cusip': '833592207 45249C109 833592108', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Technology', 'industry': 'Scientific & Technical Instruments', 'sic': '2721', 'sicSector': 'Manufacturing', 'sicIndustry': 'Periodicals: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'Colorado; U.S.A', 'id': '1d874c74ce0e34f9f028cc7c37c1ea05'}"
DALN,18122276.475918293,"{'name': 'DALLASNEWS CORP', 'ticker': 'DALN', 'cik': '1413898', 'cusip': '001282102 235050101 001282300', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Consumer Cyclical', 'industry': 'Publishing', 'sic': '2711', 'sicSector': 'Manufacturing', 'sicIndustry': 'Newspapers: Publishing Or Publishing & Printing', 'famaSector': '', 'famaIndustry': 'Printing and Publishing', 'currency': 'USD', 'location': 'Texas; U.S.A', 'id': 'b66a4c8b72ddf710ad01c75bb818666c'}"
