,mkt_cap,stock_info
AXON,14778741914.18457,"{'name': 'AXON ENTERPRISE INC', 'ticker': 'AXON', 'cik': '1069183', 'cusip': '05464C101 87651B104', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3480', 'sicSector': 'Manufacturing', 'sicIndustry': 'Ordnance & Accessories (No Vehicles/Guided Missiles)', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'Arizona; U.S.A', 'id': '64676c059a3ab9b7c93664bd721bf146'}"
RKLB,2946824409.3990326,"{'name': 'ROCKET LAB USA INC', 'ticker': 'RKLB', 'cik': '1819994', 'cusip': '773122106 G9442R126', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock Primary Class', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3760', 'sicSector': 'Manufacturing', 'sicIndustry': 'Guided Missiles & Space Vehicles & Parts', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'California; U.S.A', 'id': '0264a2c5fb1654621f4391e7eb60ed4f'}"
KTOS,2195933757.177353,"{'name': 'KRATOS DEFENSE & SECURITY SOLUTIONS INC', 'ticker': 'KTOS', 'cik': '1069258', 'cusip': '50077B207 50077B108 97653A103', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3760', 'sicSector': 'Manufacturing', 'sicIndustry': 'Guided Missiles & Space Vehicles & Parts', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'California; U.S.A', 'id': '818cf1b009acc0c9ac59fc7c1e0dc8ab'}"
SWBI,600821751.3183594,"{'name': 'SMITH & WESSON BRANDS INC', 'ticker': 'SWBI', 'cik': '1092796', 'cusip': '831754106 831756101 02874P103', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3480', 'sicSector': 'Manufacturing', 'sicIndustry': 'Ordnance & Accessories (No Vehicles/Guided Missiles)', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'Massachusetts; U.S.A', 'id': 'dd999ee23b18558f779b6c37a5bb53e1'}"
POWW,256239161.36598587,"{'name': 'AMMO INC', 'ticker': 'POWW', 'cik': '1015383', 'cusip': '00175J107 761300102', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock Primary Class', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3480', 'sicSector': 'Manufacturing', 'sicIndustry': 'Ordnance & Accessories (No Vehicles/Guided Missiles)', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'Arizona; U.S.A', 'id': '4dbdf59c012d664695c5ca64a4a9ec35'}"
MNTS,241906848.17113876,"{'name': 'MOMENTUS INC', 'ticker': 'MNTS', 'cik': '1781162', 'cusip': '60879E101 85236Q109 60879E200', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock Primary Class', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3760', 'sicSector': 'Manufacturing', 'sicIndustry': 'Guided Missiles & Space Vehicles & Parts', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'California; U.S.A', 'id': '9f9bd4680afc21c6791b5c0916365c65'}"
AOUT,109202493.35317612,"{'name': 'AMERICAN OUTDOOR BRANDS INC', 'ticker': 'AOUT', 'cik': '1808997', 'cusip': '02875D109', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Industrials', 'industry': 'Aerospace & Defense', 'sic': '3480', 'sicSector': 'Manufacturing', 'sicIndustry': 'Ordnance & Accessories (No Vehicles/Guided Missiles)', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'Missouri; U.S.A', 'id': '6eeaa24168a57ecc7b5e2b30d8edbbfa'}"
WRAP,64110592.10829735,"{'name': 'WRAP TECHNOLOGIES INC', 'ticker': 'WRAP', 'cik': '1702924', 'cusip': '98212N107', 'exchange': 'NASDAQ', 'isDelisted': False, 'category': 'Domestic Common Stock', 'sector': 'Technology', 'industry': 'Scientific & Technical Instruments', 'sic': '3480', 'sicSector': 'Manufacturing', 'sicIndustry': 'Ordnance & Accessories (No Vehicles/Guided Missiles)', 'famaSector': '', 'famaIndustry': 'Defense', 'currency': 'USD', 'location': 'Arizona; U.S.A', 'id': '8cd8e6bdd84632ba9c0aa7dee5bb8eb1'}"
